freq	S(1,1)
5.51388888899999952E9	7.48078473327657623E-1 / -1.09369588605547108E2
5.52083333349999972E9	7.61144558958423278E-1 / -1.13847646704551320E2
5.52777777799999903E9	7.69842402654379221E-1 / -1.18361754902767502E2
5.53472222249999923E9	7.74051860654465251E-1 / -1.22908235558531231E2
5.54166666700000032E9	7.73609778550525995E-1 / -1.27481224617748157E2
5.54861111150000053E9	7.68338976283272945E-1 / -1.32069579521189162E2
5.55555555599999984E9	7.58097251241567527E-1 / -1.36654843029132822E2
5.56250000043750070E9	7.42831626912546561E-1 / -1.41210666831063159E2
5.56944444487500068E9	7.22621402738324203E-1 / -1.45703479425588367E2
5.57638888931249976E9	6.97700767498777186E-1 / -1.50093824945245502E2
5.58333333375000063E9	6.68459310486750091E-1 / -1.54337983152783087E2
5.59027777818750060E9	6.35419976935536290E-1 / -1.58389742182515225E2
5.59722222262500058E9	5.99193568373920726E-1 / -1.62201912485859578E2
5.60416666706249966E9	5.60415003576062443E-1 / -1.65726385643381446E2
5.61111111150000053E9	5.19678110587776487E-1 / -1.68910882459819200E2
5.61805555593750050E9	4.77493163404331078E-1 / -1.71690421464609910E2
5.62500000037500048E9	4.34288330986251481E-1 / -1.73971658138995688E2
5.63194444481250134E9	3.90466771098378285E-1 / -1.75607746965390499E2
5.63888888924999954E9	3.46526346436888577E-1 / -1.76359649343763070E2
5.64583333368750040E9	3.03258867449420233E-1 / -1.75838025266583986E2
5.65277777812499949E9	2.62073184004282744E-1 / -1.73426554191436244E2
5.65972222256249857E9	2.25506589123331302E-1 / -1.68240152829583178E2
5.66666666700000032E9	1.97838995389323835E-1 / -1.59375374682948623E2
5.67361111137500096E9	1.84908412821165791E-1 / -1.47002383524717040E2
5.68055555574999982E9	1.91213425845850860E-1 / -1.33744816568388525E2
5.68750000012499868E9	2.15888509571538423E-1 / -1.23218446600223897E2
5.69444444450000109E9	2.53479410938863881E-1 / -1.16945586018565972E2
5.69791666668750008E9	2.75070424792930179E-1 / -1.15277260548815930E2
5.70138888887500084E9	2.97471516647373635E-1 / -1.14397553953376052E2
5.70486111106250071E9	3.20008050075704764E-1 / -1.14135574937664286E2
5.70833333325000059E9	3.42277042867075343E-1 / -1.14319337170969826E2
5.71180555543750046E9	3.64301094731100994E-1 / -1.14811171573573567E2
5.71527777762499944E9	3.86463576406270981E-1 / -1.15539414271462593E2
5.71874999981250021E9	4.09247903867881213E-1 / -1.16485086257910053E2
5.72222222200000097E9	4.33022690000400257E-1 / -1.17627766056648730E2
5.72395833312500013E9	4.45322043488723374E-1 / -1.18254352232363935E2
5.72569444425000018E9	4.57851696671301944E-1 / -1.18902267074748091E2
5.72743055537500023E9	4.70518304936465448E-1 / -1.19560245102243989E2
5.72916666650000028E9	4.83184890827225288E-1 / -1.20221435501497531E2
5.73090277762499944E9	4.95696914655546728E-1 / -1.20885602578042373E2
5.73263888875000038E9	5.07918092493866968E-1 / -1.21558568452038429E2
5.73437499987500132E9	5.19757286155448561E-1 / -1.22249291846106667E2
5.73611111100000048E9	5.31174896403946573E-1 / -1.22966450685030537E2
5.73958333325000059E9	5.52772009237489570E-1 / -1.24501524089042848E2
5.74305555549999891E9	5.72908191523545973E-1 / -1.26178212395316836E2
5.74652777774999990E9	5.91800451679476502E-1 / -1.27981381269271077E2
5.75000000000000000E9	6.09576105660365641E-1 / -1.29887358099293615E2
5.75694444450000109E9	6.41956567028645075E-1 / -1.33923638745290363E2
5.76388888899999952E9	6.70139704619866361E-1 / -1.38159267581730161E2
5.77083333349999972E9	6.94080871441810743E-1 / -1.42517853298255526E2
5.77777777799999903E9	7.13753477827102145E-1 / -1.46953905526798989E2
5.78125000021875213E9	7.21988984202307904E-1 / -1.49191903305699891E2
5.78472222243749812E9	7.29159150445663506E-1 / -1.51439889218414980E2
5.78819444465625121E9	7.35265411299635296E-1 / -1.53695993296380551E2
5.79166666687499987E9	7.40308705476085738E-1 / -1.55958669216446100E2
5.79513888909374941E9	7.44289337738163770E-1 / -1.58226571471250610E2
5.79861111131250073E9	7.47207119311790890E-1 / -1.60498453121210938E2
5.80208333353125116E9	7.49061740415078603E-1 / -1.62773085992975597E2
5.80555555574999982E9	7.49853282531013665E-1 / -1.65049203953599966E2
5.81250000018749979E9	7.48252590822538188E-1 / -1.69600440538330521E2
5.81944444462499977E9	7.42432049930225446E-1 / -1.74140236438919693E2
5.82638888906250063E9	7.32450083948176101E-1 / -1.78654749363766774E2
5.83333333349999972E9	7.18402539008789010E-1 / 1.76872382436859854E2
5.84027777793749969E9	7.00431486002192472E-1 / 1.72460894044932189E2
5.84722222237500056E9	6.78740065955537730E-1 / 1.68134490303070772E2
5.85416666681250053E9	6.53607427528098484E-1 / 1.63920362196713043E2
5.86111111124999962E9	6.25388757388450589E-1 / 1.59847087570642721E2
5.86805555568749959E9	5.94484393665655109E-1 / 1.55941386107266977E2
5.87500000012499868E9	5.61274019230213916E-1 / 1.52225620134531647E2
5.88194444456249954E9	5.26033264943271561E-1 / 1.48719079116051911E2
5.88888888899999952E9	4.88868860337416855E-1 / 1.45446323014832046E2
5.89583333343750127E9	4.49712873804516011E-1 / 1.42455238065495760E2
5.90277777787500035E9	4.08403913225936677E-1 / 1.39847100503409427E2
5.90972222231250033E9	3.64863004507275068E-1 / 1.37822951395164717E2
5.91666666674999941E9	3.19363267692797681E-1 / 1.36757522401341403E2
5.92361111118749939E9	2.72922095286663557E-1 / 1.37324589043321232E2
5.93055555562500025E9	2.27945491018970703E-1 / 1.40696480135156454E2
5.93750000006249934E9	1.89378198388786467E-1 / 1.48668834847270537E2
5.94444444450000109E9	1.65925229851900990E-1 / 1.62633125782463983E2
5.95138888893749929E9	1.67057656199794602E-1 / 1.79845383214175891E2
5.95833333337500015E9	1.93176634991347829E-1 / -1.66366862560483608E2
5.96527777781250101E9	2.35230653218039043E-1 / -1.58726899656157627E2
5.97222222225000010E9	2.84320523013729343E-1 / -1.55817989751778718E2
5.97916666668750008E9	3.34942485298084769E-1 / -1.55818727328912354E2
5.98611111112499916E9	3.83959449755002780E-1 / -1.57528247826494838E2
5.99305555556250091E9	4.29555686155353911E-1 / -1.60235738455062848E2
6.00000000000000000E9	4.70696767789740544E-1 / -1.63516645625959223E2


freq	S(2,2)
4.00000000000000000E9	2.50715714984462501E-1 / -1.19670914976842813E2
4.00347222225000010E9	2.59114817896780769E-1 / -1.21518972289291760E2
4.00694444450000020E9	2.67034212195019593E-1 / -1.23418434343552730E2
4.01041666675000030E9	2.74479624883148299E-1 / -1.25360621997141619E2
4.01388888900000040E9	2.81456272131379315E-1 / -1.27338909886060869E2
4.01736111124999873E9	2.87968483000122122E-1 / -1.29348127526386092E2
4.02083333350000061E9	2.94019722143733064E-1 / -1.31384119142095068E2
4.02430555574999982E9	2.99612892504016015E-1 / -1.33443436765588319E2
4.02777777799999903E9	3.04750786567574750E-1 / -1.35523144113073180E2
4.03125000018749979E9	3.09436557921256084E-1 / -1.37620708491861299E2
4.03472222237500056E9	3.13674106973098565E-1 / -1.39733957683126708E2
4.03819444456249954E9	3.17468307675299366E-1 / -1.41861079036362314E2
4.04166666675000030E9	3.20825041509027420E-1 / -1.44000641372929628E2
4.04513888893750018E9	3.23751036980247875E-1 / -1.46151623518650498E2
4.04861111112500005E9	3.26253538560621870E-1 / -1.48313437640046053E2
4.05208333331249992E9	3.28339845263686936E-1 / -1.50485939366758936E2
4.05555555549999980E9	3.30016767949583967E-1 / -1.52669419953520369E2
4.06249999987499955E9	3.32163856100437727E-1 / -1.57072473678954716E2
4.06944444425000018E9	3.32718724216408468E-1 / -1.61532100209020157E2
4.07638888862500082E9	3.31666984561806100E-1 / -1.66061133746550449E2
4.08333333299999968E9	3.28951093916688908E-1 / -1.70672825614405288E2
4.08854166637500072E9	3.25765522357667781E-1 / -1.74192463372154083E2
4.09374999975000087E9	3.21539913265320987E-1 / -1.77767529634612242E2
4.09895833312499924E9	3.16219798656312223E-1 / 1.78601172060661928E2
4.10416666649999939E9	3.09751253397994031E-1 / 1.74915099338469515E2
4.10937499987500043E9	3.02085082271137217E-1 / 1.71178154490818035E2
4.11458333324999970E9	2.93180410623504528E-1 / 1.67396857510525843E2
4.11979166662499985E9	2.83007549873713282E-1 / 1.63580609236683117E2
4.12500000000000000E9	2.71550201831934146E-1 / 1.59742165040684880E2
4.13020833324999970E9	2.58807211722068731E-1 / 1.55898468530091105E2
4.13541666649999939E9	2.44794170569225944E-1 / 1.52072049892894690E2
4.14062499974999998E9	2.29545228910388355E-1 / 1.48293305485317850E2
4.14583333299999968E9	2.13115535925790711E-1 / 1.44604189990059107E2
4.15104166625000026E9	1.95584845769512317E-1 / 1.41064279357605638E2
4.15624999949999996E9	1.77063141923305611E-1 / 1.37761018332058383E2
4.16145833274999966E9	1.57699891197273745E-1 / 1.34827754798061838E2
4.16666666599999935E9	1.37700389604060613E-1 / 1.32477062511742272E2
4.17361111049999955E9	1.10570578656303198E-1 / 1.30901283112706235E2
4.18055555499999976E9	8.40355594085412960E-2 / 1.32756347476422798E2
4.18749999949999996E9	6.06775049231929486E-2 / 1.42003777979394696E2
4.19444444400000016E9	4.67489687422630240E-2 / 1.64913902639800369E2
4.19878472175000006E9	4.68936385542515932E-2 / -1.76047658802435270E2
4.20312499949999996E9	5.38985074625637317E-2 / -1.60625259537767495E2
4.20746527724999986E9	6.51981312853465500E-2 / -1.51197649546767199E2
4.21180555499999976E9	7.85381201507576243E-2 / -1.46353762739138826E2
4.21614583274999966E9	9.26215731469842218E-2 / -1.44377325610429819E2
4.22048611049999955E9	1.06763346024220573E-1 / -1.44144729356956236E2
4.22482638824999945E9	1.20593994418305250E-1 / -1.44995411377326877E2
4.22916666599999935E9	1.33908017803376245E-1 / -1.46540747546907157E2
4.23350694374999925E9	1.46588268314377634E-1 / -1.48546104952050606E2
4.23784722150000004E9	1.58564879982663776E-1 / -1.50865439378476118E2
4.24218749924999994E9	1.69791484941596216E-1 / -1.53404507184474337E2
4.24652777699999984E9	1.80232415803707946E-1 / -1.56099339904172463E2
4.25086805474999974E9	1.89858137514955772E-1 / -1.58903416040633316E2
4.25520833249999963E9	1.98646441870965873E-1 / -1.61780263280912839E2
4.25954861025000042E9	2.06586459566993774E-1 / -1.64699607392273184E2
4.26388888799999943E9	2.13682645732906629E-1 / -1.67635726325146406E2
4.26822916581249956E9	2.19956854847885719E-1 / -1.70566969291122961E2
4.27256944362500057E9	2.25447967501942959E-1 / -1.73475703764514511E2
4.27690972143750070E9	2.30209617903553942E-1 / -1.76348279473264880E2
4.28124999924999994E9	2.34307021908233359E-1 / -1.79174878283640249E2
4.28559027706250006E9	2.37813753566738484E-1 / 1.78050702686817575E2
4.28993055487500019E9	2.40808834790202164E-1 / 1.75331226708119847E2
4.29427083268750032E9	2.43374009003748082E-1 / 1.72666075875030245E2
4.29861111049999955E9	2.45590789727242909E-1 / 1.70051199703281530E2
4.30295138831250057E9	2.47536899436481761E-1 / 1.67479051238270604E2
4.30729166612500070E9	2.49282010162383294E-1 / 1.64938665319969435E2
4.31163194393750082E9	2.50883134347752845E-1 / 1.62416029881038915E2
4.31597222175000006E9	2.52380398760355673E-1 / 1.59894828201194872E2
4.32031249956250019E9	2.53794073552592359E-1 / 1.57357509550719032E2
4.32465277737500031E9	2.55123526247321664E-1 / 1.54786527206137148E2
4.32899305518749955E9	2.56348297846237738E-1 / 1.52165521559979688E2
4.33333333299999968E9	2.57430971836436262E-1 / 1.49480249119795117E2
4.33796296268750048E9	2.58372249080662097E-1 / 1.46532147623888420E2
4.34259259237500039E9	2.59022619884918859E-1 / 1.43487370689180471E2
4.34722222206250031E9	2.59304809291856886E-1 / 1.40339026653968846E2
4.35185185175000022E9	2.59140858932920670E-1 / 1.37083304319734767E2
4.35648148143750014E9	2.58455828357535777E-1 / 1.33718853769768864E2
4.36111111112500005E9	2.57180369229134609E-1 / 1.30246123254324342E2
4.36574074081249996E9	2.55252277763568269E-1 / 1.26666730495254454E2
4.37037037050000077E9	2.52617210141696980E-1 / 1.22982916438173673E2
4.37500000018749979E9	2.49228784593333152E-1 / 1.19197103190057363E2
4.37962962987499971E9	2.45048293047867949E-1 / 1.15311556960212203E2
4.38425925956249962E9	2.40044213535208373E-1 / 1.11328142876713199E2
4.38888888924999954E9	2.34191668931173691E-1 / 1.07248151655554769E2
4.39351851893749945E9	2.27471934594490577E-1 / 1.03072176368691149E2
4.39814814862499937E9	2.19872065935102512E-1 / 9.88000179690217983E1
4.40277777831250017E9	2.11384697355736373E-1 / 9.44305976317070517E1
4.40740740800000008E9	2.02008050844211784E-1 / 8.99618495508144811E1
4.41203703762499977E9	1.91746178699810743E-1 / 8.53905569541826637E1
4.41666666725000034E9	1.80609444177349832E-1 / 8.07120726637708863E1
4.42129629687500003E9	1.68615219832143692E-1 / 7.59198283918049377E1
4.42592592650000061E9	1.55788754512919492E-1 / 7.10044651947200300E1
4.43055555612500029E9	1.42164147779974437E-1 / 6.59522782003521790E1
4.43518518574999909E9	1.27785384782949318E-1 / 6.07423652972770789E1
4.43981481537500056E9	1.12707451758107768E-1 / 5.53411551190608186E1
4.44444444500000024E9	9.69977169372270076E-2 / 4.96911372588997935E1
4.44907407462499904E9	8.07381733161490089E-2 / 4.36852145428569560E1
4.45370370424999962E9	6.40304217597228842E-2 / 3.70996461126754928E1
4.45833333387499930E9	4.70106158859457679E-2 / 2.93797387590833869E1
4.46296296349999988E9	2.99141582426060593E-2 / 1.86966219028115321E1
4.46527777831250017E9	2.15219122208327063E-2 / 1.01201022309366961E1
4.46759259312499957E9	1.36212502976769390E-2 / -5.62433624343715444E0
4.46990740793749985E9	7.93348991059144026E-3 / -4.60668627115675822E1
4.47222222275000014E9	9.75256206195981790E-3 / -1.07283637044568514E2
4.47453703756250043E9	1.67434246083826177E-2 / -1.33734738166141987E2
4.47685185237499983E9	2.48077734465482358E-2 / -1.45515593261086917E2
4.47916666718750012E9	3.31008850487870987E-2 / -1.52779485224361711E2
4.48148148200000040E9	4.14123000090034132E-2 / -1.58199390978067611E2
4.48379629681249892E9	4.96590783207561604E-2 / -1.62698315468360510E2
4.48611111162500009E9	5.77965754670726728E-2 / -1.66669574131635945E2
4.48842592643750038E9	6.57973220826033600E-2 / -1.70305571478983953E2
4.49074074124999978E9	7.36469409483946080E-2 / -1.73711327988753794E2
4.49305555606249918E9	8.13413113416185851E-2 / -1.76952987187974253E2
4.49537037087499947E9	8.88782923058565189E-2 / 1.79921469527819022E2
4.49768518568749975E9	9.62494766992972650E-2 / 1.76876679845121454E2
4.50000000050000004E9	1.03439030876228721E-1 / 1.73889065483455996E2
4.50462963012499884E9	1.17198456776171245E-1 / 1.68036528162940568E2
4.50925925975000030E9	1.30031103452911356E-1 / 1.62314303026521500E2
4.51388888937499910E9	1.41865927730678898E-1 / 1.56705973647619090E2
4.51851851899999879E9	1.52674349956711342E-1 / 1.51200766847900292E2
4.52314814862499937E9	1.62453815415045333E-1 / 1.45788525285688975E2
4.52777777824999994E9	1.71219676322507697E-1 / 1.40459165442407441E2
4.53240740787500052E9	1.79000825987156942E-1 / 1.35202004044135915E2
4.53703703750000109E9	1.85834901375895978E-1 / 1.30004939782389384E2
4.54166666712500078E9	1.91762169181992848E-1 / 1.24854088210109060E2
4.54629629674999958E9	1.96819214490666949E-1 / 1.19734106746457369E2
4.55092592637499926E9	2.01034016329073584E-1 / 1.14629088085253450E2
4.55555555599999984E9	2.04423565539113294E-1 / 1.09523721803301655E2
4.56134259300000089E9	2.07509214667956643E-1 / 1.03121015185131348E2
4.56712963000000105E9	2.09313149618860583E-1 / 9.66756156525515919E1
4.57291666700000032E9	2.09830648965487887E-1 / 9.01730876029695239E1
4.57870370400000049E9	2.09070022137571510E-1 / 8.36044495839260726E1
4.58449074099999976E9	2.07064884200620947E-1 / 7.69635100026375607E1
4.59027777799999903E9	2.03880068113750212E-1 / 7.02433330663225064E1
4.59606481500000008E9	1.99610492661569627E-1 / 6.34324631374119630E1
4.60185185200000024E9	1.94374122317095166E-1 / 5.65114246034583179E1
4.60763888899999952E9	1.88301355706383511E-1 / 4.94498973191210922E1
4.61342592600000057E9	1.81523881885596960E-1 / 4.22048941497301477E1
4.61921296299999984E9	1.74166455756811533E-1 / 3.47201688434405620E1
4.62500000000000000E9	1.66344955614362089E-1 / 2.69268095946096375E1
4.63078703700000016E9	1.58172810138215381E-1 / 1.87445137197980993E1
4.63657407399999943E9	1.49775191340568292E-1 / 1.00827554954348431E1
4.64236111100000048E9	1.41307487044325608E-1 / 8.41545619158764246E-1
4.64814814799999976E9	1.32973356563229217E-1 / -9.08698660605208097E0
4.65277777774999901E9	1.26578429100921719E-1 / -1.75987919422410677E1
4.65740740750000093E9	1.20605078939131727E-1 / -2.66722678811570324E1
4.66203703725000018E9	1.15247443080646073E-1 / -3.63438902712146961E1
4.66666666700000032E9	1.10719998942125919E-1 / -4.66211806454762634E1
4.67013888918750020E9	1.08002714370861042E-1 / -5.47056159602660053E1
4.67361111137500007E9	1.05966442804739347E-1 / -6.30720080654321613E1
4.67708333356249906E9	1.04689258478422076E-1 / -7.16611151878552022E1
4.68055555574999893E9	1.04231095830849640E-1 / -8.03945667142982856E1
4.68402777793749969E9	1.04627674568415063E-1 / -8.91804668908882547E1
4.68750000012500045E9	1.05886742967453618E-1 / -9.79221078271635648E1
4.69097222231250033E9	1.07987583154747857E-1 / -1.06527850254739076E2
4.69444444450000020E9	1.10883852712771658E-1 / -1.14919720323355046E2
4.69791666668750008E9	1.14508947798841487E-1 / -1.23038829604948119E2
4.70138888887499995E9	1.18782574727395374E-1 / -1.30846990054289769E2
4.70486111106249982E9	1.23617251992597676E-1 / -1.38325126323705461E2
4.70833333324999881E9	1.28923871505790433E-1 / -1.45469746799288235E2
4.71180555543749957E9	1.34615944334241888E-1 / -1.52288756808881987E2
4.71527777762499944E9	1.40612533486711522E-1 / -1.58797539079981886E2
4.71874999981250021E9	1.46840066232474498E-1 / -1.65015783681194605E2
4.72222222200000097E9	1.53233255288652037E-1 / -1.70965198352157843E2
4.72511574053124939E9	1.58646237017093772E-1 / -1.75733735672014335E2
4.72800925906250136E9	1.64106158856401341E-1 / 1.79656256763740529E2
4.73090277759374978E9	1.69588092169819005E-1 / 1.75192427058232281E2
4.73379629612499997E9	1.75070202593400026E-1 / 1.70862873217563171E2
4.73668981465625016E9	1.80533122882392716E-1 / 1.66656185597705675E2
4.73958333318750036E9	1.85959224988158334E-1 / 1.62561472098431459E2
4.74247685171874966E9	1.91331832779132704E-1 / 1.58568388662370352E2
4.74537037024999897E9	1.96634426279308738E-1 / 1.54667188701505376E2
4.74826388878125094E9	2.01849895322525308E-1 / 1.50848797460335815E2
4.75115740731249936E9	2.06959904794995220E-1 / 1.47104911183285614E2
4.75405092584375044E9	2.11944435580291479E-1 / 1.43428116049223831E2
4.75694444437499975E9	2.16781565026892986E-1 / 1.39812017572225100E2
4.75983796290625083E9	2.21447546519026961E-1 / 1.36251366771454308E2
4.76273148143750014E9	2.25917234639753595E-1 / 1.32742164357378334E2
4.76562499996875122E9	2.30164872156215772E-1 / 1.29281718881204122E2
4.76851851850000052E9	2.34165198792951390E-1 / 1.25868631419729438E2
4.77141203703124983E9	2.37894758266334172E-1 / 1.22502682146882447E2
4.77430555556249914E9	2.41333188407173349E-1 / 1.19184607804004394E2
4.77719907409374933E9	2.44464225964135107E-1 / 1.15915784065714722E2
4.78009259262500041E9	2.47276196076594879E-1 / 1.12697852871742432E2
4.78298611115624972E9	2.49761882769722954E-1 / 1.09532341600788308E2
4.78587962968750080E9	2.51917770752283010E-1 / 1.06420296940422232E2
4.78877314821874922E9	2.53742539855679539E-1 / 1.03361928839653627E2
4.79166666675000119E9	2.55234402528686921E-1 / 1.00356294680898084E2
4.79456018528124961E9	2.56386790332184633E-1 / 9.74011887735693094E1
4.79745370381249980E9	2.57182532335514535E-1 / 9.44935674203154363E1
4.80034722234375000E9	2.57588101032069750E-1 / 9.16308689723659953E1
4.80324074087499930E9	2.57551038432192625E-1 / 8.88133412890954155E1
4.80613425940625039E9	2.57004123919495120E-1 / 8.60469829988547907E1
4.80902777793749969E9	2.55878217481380243E-1 / 8.33461615454937288E1
4.81192129646875166E9	2.54122080298527342E-1 / 8.07347404541457436E1
4.81481481500000008E9	2.51723499131691852E-1 / 7.82448952325465275E1
4.81610082325000111E9	2.51523253139730851E-1 / 7.71073912838774067E1
4.81738683149999947E9	2.51283980497921444E-1 / 7.59783889443730232E1
4.81867283975000049E9	2.51006976150410788E-1 / 7.48581292937041987E1
4.81995884800000063E9	2.50693690467519748E-1 / 7.37468121198256021E1
4.82638888899999952E9	2.48639280271713758E-1 / 6.83285940256653124E1
4.83281893000000018E9	2.45920872892557751E-1 / 6.31428924434335848E1
4.83924897099999995E9	2.42720609989739255E-1 / 5.81800810261340828E1
4.84567901200000062E9	2.39177843632377485E-1 / 5.34213930826167349E1
4.85210905324999953E9	2.35387533584167707E-1 / 4.88446442365815514E1
4.85853909450000021E9	2.31408884409237503E-1 / 4.44281224319601797E1
4.86496913575000001E9	2.27278308993130995E-1 / 4.01527518637756931E1
4.87139917699999891E9	2.23023711606842756E-1 / 3.60025575801680953E1
4.87809713656250032E9	2.18495600473569640E-1 / 3.17968743764723705E1
4.88479509612500085E9	2.13920630002284184E-1 / 2.76910977342087117E1
4.89149305568749959E9	2.09355565794190213E-1 / 2.36529371413000788E1
4.89819101524999923E9	2.04827275743870540E-1 / 1.96312676139041575E1
4.90488897481250063E9	2.00287293876338435E-1 / 1.55560794315324413E1
4.91158693437500027E9	1.95571463652539879E-1 / 1.13455327185517763E1
4.91828489393750079E9	1.90371205966262336E-1 / 6.92089581822367883E0
4.92498285349999954E9	1.84236516686698559E-1 / 2.23188537396529263E0
4.93168081306250006E9	1.76644399517427697E-1 / -2.71034982081183085E0
4.93837877262499880E9	1.67149140814640784E-1 / -7.80364130472907558E0
4.94507673218750021E9	1.55578351835879358E-1 / -1.28465772508539522E1
4.95177469174999985E9	1.42162101295046028E-1 / -1.75685917505733569E1
4.95847265131250037E9	1.27465884430572696E-1 / -2.16900361983067702E1
4.96517061087500089E9	1.12142021797076308E-1 / -2.49622980956656537E1
4.97186857043750052E9	9.66957233991791121E-2 / -2.71260316994084150E1
4.97856652999999927E9	8.14538265717626153E-2 / -2.77538974228744140E1
4.98392489749999967E9	6.96364090861638019E-2 / -2.65803156715969147E1
4.98928326500000008E9	5.85352517008143458E-2 / -2.30246144947585130E1
4.99464163250000048E9	4.89212500793503224E-2 / -1.57501321502255553E1
5.00000000000000000E9	4.22307159937111187E-2 / -3.40596095068391680E0
5.00173611110937433E9	4.10134439536864726E-2 / 1.65630707774837815E0
5.00347222221875043E9	4.03672165959310192E-2 / 7.06237084639008827E0
5.00520833332812565E9	4.03294789583846303E-2 / 1.26246354879876987E1
5.00694444443750086E9	4.09115076301559366E-2 / 1.81316069038018068E1
5.00868055554687608E9	4.20990796821406921E-2 / 2.33858404569099942E1
5.01041666665625041E9	4.38607674716115792E-2 / 2.82350409915266898E1
5.01215277776562473E9	4.61616514088499130E-2 / 3.25828646475355033E1
5.01388888887499995E9	4.89773366395226351E-2 / 3.63762705902851735E1
5.01475694442968667E9	5.05752429499359923E-2 / 3.80532229873585326E1
5.01562499998437605E9	5.22995216653944350E-2 / 3.95761197543645604E1
5.01649305553906188E9	5.41488817935669253E-2 / 4.09371463223295873E1
5.01736111109375038E9	5.61188847256776491E-2 / 4.21267527103222861E1
5.01822916664843710E9	5.81993697192259063E-2 / 4.31347994201399487E1
5.01909722220312471E9	6.03718818454480033E-2 / 4.39529193282393216E1
5.01996527775781409E9	6.26080553237598814E-2 / 4.45779042798672087E1
5.02083333331249992E9	6.48701514047954397E-2 / 4.50153837315724559E1
5.02170138886718753E9	6.71146881750502722E-2 / 4.52825594896219652E1
5.02256944442187425E9	6.92991244459065570E-2 / 4.54086397463507829E1
5.02343749997656186E9	7.13901031684057497E-2 / 4.54321477564363896E1
5.02430555553125036E9	7.33705829958684941E-2 / 4.53953961988367194E1
5.02517361108593796E9	7.52431689615826738E-2 / 4.53376224992213572E1
5.02604166664062468E9	7.70283572499144142E-2 / 4.52889075623261306E1
5.02690972219531229E9	7.87585111508544689E-2 / 4.52666703020966388E1
5.02777777774999901E9	8.04699584366104759E-2 / 4.52754345049960971E1
5.02951388885937511E9	8.39615319591397835E-2 / 4.53559987636047435E1
5.03124999996875122E9	8.76662301823387580E-2 / 4.54288499010089808E1
5.03298611107812555E9	9.16131534803023939E-2 / 4.53922902279171669E1
5.03472222218749987E9	9.57511907780870075E-2 / 4.51898653907076220E1
5.03645833329687420E9	1.00005133196713558E-1 / 4.48076012673555990E1
5.03819444440625031E9	1.04305535072570899E-1 / 4.42563881731604969E1
5.03993055551562374E9	1.08597931486515287E-1 / 4.35573017701654841E1
5.04166666662499985E9	1.12842417241699655E-1 / 4.27333055998569300E1
5.04513888884375028E9	1.21081156773897991E-1 / 4.07925001942423648E1
5.04861111106249982E9	1.28874203564695744E-1 / 3.85690492329695456E1
5.05208333328125114E9	1.36138454915232665E-1 / 3.61581480996318527E1
5.05555555549999980E9	1.42823588854185801E-1 / 3.36278633927983117E1
5.06249999993750066E9	1.54354989320116465E-1 / 2.84019237569875926E1
5.06944444437499975E9	1.63426463604656091E-1 / 2.31853283512463504E1
5.07638888881250061E9	1.70236653128934234E-1 / 1.81722151016050537E1
5.08333333324999881E9	1.75191535562080736E-1 / 1.34830202490457496E1
5.09027777768749967E9	1.78836778323562506E-1 / 9.16656941694748006E0
5.09722222212499965E9	1.81755689568208023E-1 / 5.19775480154479563E0
5.10416666656249962E9	1.84449633348370678E-1 / 1.48279069874427405E0
5.11111111100000048E9	1.87229039896314564E-1 / -2.12038484476409428E0
5.11805555543749957E9	1.90148494730655049E-1 / -5.76710264188551314E0
5.12499999987499955E9	1.93010203148431358E-1 / -9.58691971979266810E0
5.13194444431250041E9	1.95435205303198423E-1 / -1.36552699239402409E1
5.13888888875000038E9	1.96974695805637112E-1 / -1.79846859496386147E1
5.14583333318749947E9	1.97221654102299748E-1 / -2.25339865248804871E1
5.15277777762499944E9	1.95890400110965568E-1 / -2.72270004741288041E1
5.15972222206250031E9	1.92850535869107387E-1 / -3.19719302900384506E1
5.16666666650000028E9	1.88121111912350591E-1 / -3.66757765989194251E1
5.17361111093750115E9	1.81842944800625617E-1 / -4.12525775909046732E1
5.18055555537500023E9	1.74245698600777921E-1 / -4.56284708477384093E1
5.18749999981250021E9	1.65609647775246782E-1 / -4.97482872090225214E1
5.19444444425000018E9	1.56209724935195515E-1 / -5.35825126201486146E1
5.20138888868749927E9	1.46252882553733166E-1 / -5.71249898031569536E1
5.20833333312499924E9	1.35845848110782819E-1 / -6.03771451356028788E1
5.21527777756250188E9	1.25003754361244024E-1 / -6.33254968387606354E1
5.22222222200000097E9	1.13680044819329162E-1 / -6.59152308615154681E1
5.22916666643750094E9	1.01805558973033761E-1 / -6.80122286131338605E1
5.23611111087500003E9	8.93406074636114944E-2 / -6.93356708899116114E1
5.24305555531250089E9	7.63600875923530431E-2 / -6.93227414616458582E1
5.24999999975000087E9	6.32271844996250554E-2 / -6.68460076571544004E1
5.25694444418749995E9	5.09997216344299620E-2 / -5.97102991787710558E1
5.26388888862499993E9	4.22813280253299162E-2 / -4.47324171969115447E1
5.27083333306249902E9	4.14474400200653736E-2 / -2.29695791629452462E1
5.27777777750000077E9	5.03681593238713532E-2 / -5.02950859385238580E0
5.28472222193749985E9	6.58654312589171376E-2 / 3.70904167349088798E0
5.29166666637500072E9	8.44076217140627527E-2 / 5.89382220987308525E0
5.29861111081249980E9	1.03838762523242134E-1 / 4.38111106344686085E0
5.30555555524999978E9	1.22797638644167195E-1 / 8.00085896751607173E-1
