% Model,MSL_BaseSim.mph
% Version,COMSOL 5.6.0.280
% Date,"Mar 18 2025, 22:01"
% Table,Table 21 - MUT_Integration
% freq (GHz),plane_x (mm),Electric field norm (V*m),emw.normE^2 (kg^2*m^4/(s^6*A^2)),S11 (m^2),S21 (m^2)
5,-0.24799999999999994,0.3472544737559975,5091.5484900820375,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.23799999999999993,0.3494906581737921,5170.390457087011,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.2279999999999999,0.35173308787875907,5252.572393245341,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.2179999999999999,0.3540970267092322,5339.357659842277,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.20799999999999996,0.356581298930813,5433.796847957721,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.19799999999999993,0.35911228234825965,5530.8772411471155,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.18799999999999992,0.3617304798631574,5635.187439017365,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.17799999999999988,0.3643607038642184,5742.991841748878,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.16799999999999995,0.3672724818528469,5862.760146533037,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.15799999999999995,0.3703217507588321,5991.915316292536,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.1479999999999999,0.3734498903458188,6134.202493303692,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.13799999999999987,0.3769168344311054,6281.602350139696,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.12799999999999997,0.3807063541048759,6446.406220701465,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.11799999999999994,0.38451127361670073,6620.805305912121,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.10799999999999992,0.38895673491722765,6820.978036453792,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.09799999999999989,0.39308467183071866,7026.911791564695,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.08799999999999997,0.39770535767709797,7260.17760474503,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.07799999999999994,0.40262208736911703,7519.038685211731,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.06799999999999992,0.4081139605287274,7821.551773558107,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.05799999999999989,0.41434108932355374,8172.638962112983,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.04799999999999986,0.421373072500896,8622.856806703563,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.03799999999999995,0.42880770564503906,9133.020591334729,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.02799999999999992,0.4364841563675229,9720.634925029564,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.017999999999999895,0.4472686719523072,10676.558970526678,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,-0.007999999999999868,0.4599883179157628,12232.437270103797,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.0020000000000000486,0.45923477856322736,10412.82797871551,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.012000000000000075,0.43751976082709904,7500.313702149378,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.022000000000000103,0.42099729031277056,6206.837076769612,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.032000000000000126,0.4103830717145363,5608.563535277799,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.042000000000000044,0.39897391697482354,5025.4398574220295,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.052000000000000074,0.3892668288081897,4593.9729419218465,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.0620000000000001,0.37985707217888887,4201.601202592959,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.07200000000000012,0.3709675455936863,3884.0823794996213,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.08200000000000005,0.36299922605983725,3617.035583344462,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.09200000000000007,0.3569544888907022,3442.4109662673745,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.10200000000000009,0.34934191416834326,3209.1569029366233,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.11200000000000013,0.343312055463948,3045.9987923645563,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.12200000000000015,0.33652875886087535,2868.159814661814,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.13200000000000006,0.33053263532325844,2722.29399721389,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.1420000000000001,0.32500561510135606,2587.520175492387,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.1520000000000001,0.32003306980376117,2479.3469125640936,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.16200000000000014,0.31449841026735237,2356.7301934673583,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.17200000000000007,0.3090334177329254,2239.04187772314,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.18200000000000008,0.30420017628677154,2144.982929480721,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.19200000000000012,0.29985473998876594,2060.4872901479575,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.20200000000000015,0.2951778092113902,1971.3665702344988,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.21200000000000005,0.29054741713567134,1887.0125684798722,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.2220000000000001,0.286120678785744,1808.5448270874138,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.23200000000000012,0.2818341872559331,1735.1917511912131,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.24200000000000013,0.27792982654937354,1669.7116472593787,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.25200000000000017,0.274138474644576,1608.9727957637836,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.26200000000000007,0.27032923809324927,1548.550322748906,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.27200000000000024,0.2662705455881834,1485.328550405205,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.28200000000000003,0.26250640716473717,1428.7342811717842,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.29200000000000004,0.25919186241998354,1381.0502672153902,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.3020000000000001,0.25589819375583944,1334.3991780205115,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.3120000000000001,0.25253919403726066,1287.244707450054,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.3220000000000001,0.24912683505059427,1239.8748849879019,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.33200000000000013,0.24593104089244636,1196.2254210334097,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.3420000000000002,0.24302021803218515,1157.6561227834934,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.3520000000000002,0.23998421049252772,1119.0222592711048,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.36200000000000004,0.2367533114593575,1078.720317266654,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.37200000000000005,0.2336053012926931,1040.459954092147,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.38200000000000006,0.23067233503973303,1005.0673407002691,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.39200000000000007,0.22785099624919125,971.5716252704808,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.40200000000000014,0.22512783324591285,940.5208332518152,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.41200000000000014,0.22250637680414154,910.9924942771752,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.42200000000000015,0.22004744354299385,884.0381759496269,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.4320000000000002,0.21762926053071782,858.4330783668314,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.4420000000000002,0.2149617941111906,830.0836557509463,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.452,0.21247018501286677,804.3743706546021,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.4620000000000001,0.2099798455888386,779.2349081448823,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.4720000000000001,0.20743779390376246,753.8209763662773,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.4820000000000001,0.20497584215809023,729.7435613549452,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.49200000000000016,0.2025420154027514,706.4192287220343,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.5020000000000001,0.20016330178768726,684.0598200070526,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.5120000000000002,0.19793879269580908,663.6218330887529,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.5220000000000002,0.19578559844926674,644.2558560099143,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.532,0.19366312771481403,625.2213346954097,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.542,0.19164554588219934,607.2790662692554,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.552,0.18969703556713963,590.2215918283987,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.562,0.1877521693180697,573.9300537870092,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.5720000000000002,0.18585736782810328,558.6024119786292,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.5820000000000002,0.18407899004063144,544.5079423972606,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.5920000000000002,0.18236686364680896,531.1494124901984,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6020000000000002,0.180647288892646,517.7205409317809,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6120000000000002,0.17895516399719813,504.65411647191337,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.622,0.17714039291891,490.5868045888955,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6320000000000001,0.17535642736522683,476.81864291382556,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6420000000000001,0.1735634699570422,463.28709344212916,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6520000000000001,0.1716842626864489,449.3445125536687,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6620000000000001,0.169867613843863,436.1464049582456,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6720000000000002,0.16804521344733883,423.1803278485055,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6820000000000002,0.16629337589211488,410.9505079090999,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.6920000000000003,0.1645761173413139,399.19361006192923,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7020000000000001,0.162909618544646,388.08805015621766,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7120000000000001,0.1613185468583603,377.7480942776003,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7220000000000001,0.15980886784282325,368.1589217741302,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7320000000000001,0.15835286348971003,359.1247136062355,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7420000000000001,0.15694908350186285,350.53811242334234,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7520000000000002,0.15558105079063694,342.28945144815367,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7620000000000002,0.1542321421500536,334.28276596202267,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7720000000000002,0.15291476114899571,326.6349667585473,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.7820000000000003,0.1516095929769962,319.1562442236084,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.792,0.15028917896368854,311.79639822930443,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.802,0.1489769459512991,304.63164993378507,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8120000000000002,0.14766641239382897,297.5750625257047,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8220000000000002,0.1463777358428248,290.7135052631705,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8320000000000002,0.1450901543278082,283.9343358845281,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8420000000000002,0.14386516411020456,277.4621013104558,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8520000000000002,0.14267449177496264,271.15787537264123,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8620000000000002,0.1415292890300096,265.1442900793293,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8720000000000001,0.14038621127376869,259.359171332397,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8820000000000001,0.1392446673768576,253.707309158086,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.8920000000000001,0.13810757485411174,248.14361813426845,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9020000000000001,0.1370073105881518,242.85523961553173,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9120000000000001,0.13594689608387836,237.79911119500164,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9220000000000002,0.13488123800325638,232.76702014157127,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9320000000000002,0.13387742253611215,228.11433656416665,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9420000000000003,0.13283543492371377,223.3203318454201,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9520000000000003,0.13173969148179474,218.2819432864969,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9620000000000001,0.13057579699016705,212.91391981295106,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9720000000000001,0.12931354336742568,207.08764835674452,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9820000000000002,0.12805542266684938,201.39076588008396,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,0.9920000000000002,0.1267051450773415,195.33443984936468,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,1.0020000000000002,0.1254426307090046,189.77258097619725,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,1.0120000000000002,0.1242330568201969,184.55885465168595,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,1.0220000000000002,0.12309045071161936,179.76441344910978,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,1.0320000000000005,0.12199770617010265,175.2751457796646,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,1.042,0.12095786756948462,171.09263802642408,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
5,1.052,0.11998188997372147,167.26013271564696,-1.0638110549650305E-6+5.096795232429704E-7i,-8.334363748400862E-5-1.8170569058975492E-4i
