%"freq
%References : ['S(1,1)','S(1,2)','S(2,1)','S(2,2)']
%Dependency : [freq]
%Num. Points : [417]
%Matrix Size : scalar
%Type : Real","S(1,1)
%References : []
%Dependency : [freq]
%Num. Points : [417]
%Matrix Size : scalar
%Type : Complex
%Complex Format : Mag/Deg","S(1,2)
%References : []
%Dependency : [freq]
%Num. Points : [417]
%Matrix Size : scalar
%Type : Complex
%Complex Format : Mag/Deg","S(2,1)
%References : []
%Dependency : [freq]
%Num. Points : [417]
%Matrix Size : scalar
%Type : Complex
%Complex Format : Mag/Deg","S(2,2)
%References : []
%Dependency : [freq]
%Num. Points : [417]
%Matrix Size : scalar
4.891 GHz,0.222 / -122.543 ,0.415 / 14.217 ,0.415 / 14.217 ,0.209 / 23.653 
4.898 GHz,0.222 / -125.092 ,0.458 / 11.920 ,0.458 / 11.920 ,0.205 / 19.631 
4.905 GHz,0.220 / -127.882 ,0.500 / 9.153 ,0.500 / 9.153 ,0.200 / 15.556 
4.912 GHz,0.216 / -130.858 ,0.541 / 5.998 ,0.541 / 5.998 ,0.196 / 11.346 
4.918 GHz,0.211 / -133.964 ,0.580 / 2.511 ,0.580 / 2.511 ,0.190 / 6.921 
4.925 GHz,0.204 / -137.139 ,0.616 / -1.253 ,0.616 / -1.253 ,0.184 / 2.232 
4.932 GHz,0.195 / -140.315 ,0.650 / -5.239 ,0.650 / -5.239 ,0.177 / -2.710 
4.938 GHz,0.185 / -143.415 ,0.680 / -9.395 ,0.680 / -9.395 ,0.167 / -7.804 
4.945 GHz,0.173 / -146.355 ,0.707 / -13.678 ,0.707 / -13.678 ,0.156 / -12.847 
4.952 GHz,0.160 / -149.030 ,0.730 / -18.055 ,0.730 / -18.055 ,0.142 / -17.569 
4.958 GHz,0.146 / -151.267 ,0.749 / -22.501 ,0.749 / -22.501 ,0.127 / -21.690 
4.965 GHz,0.130 / -152.784 ,0.763 / -27.003 ,0.763 / -27.003 ,0.112 / -24.962 
4.972 GHz,0.114 / -153.129 ,0.774 / -31.550 ,0.774 / -31.550 ,0.097 / -27.126 
4.979 GHz,0.097 / -151.576 ,0.780 / -36.134 ,0.780 / -36.134 ,0.081 / -27.754 
4.984 GHz,0.085 / -148.227 ,0.781 / -39.821 ,0.781 / -39.821 ,0.070 / -26.580 
4.989 GHz,0.074 / -142.220 ,0.780 / -43.515 ,0.780 / -43.515 ,0.059 / -23.025 
4.995 GHz,0.067 / -133.050 ,0.775 / -47.203 ,0.775 / -47.203 ,0.049 / -15.750 
5.000 GHz,0.064 / -121.342 ,0.768 / -50.860 ,0.768 / -50.860 ,0.042 / -3.406 
5.002 GHz,0.064 / -117.357 ,0.765 / -52.031 ,0.765 / -52.031 ,0.041 / 1.656 
5.003 GHz,0.064 / -113.449 ,0.761 / -53.192 ,0.761 / -53.192 ,0.040 / 7.062 
5.005 GHz,0.066 / -109.712 ,0.758 / -54.341 ,0.758 / -54.341 ,0.040 / 12.625 
5.007 GHz,0.067 / -106.224 ,0.754 / -55.473 ,0.754 / -55.473 ,0.041 / 18.132 
5.009 GHz,0.070 / -103.033 ,0.750 / -56.583 ,0.750 / -56.583 ,0.042 / 23.386 
5.010 GHz,0.072 / -100.159 ,0.746 / -57.663 ,0.746 / -57.663 ,0.044 / 28.235 
5.012 GHz,0.075 / -97.571 ,0.742 / -58.701 ,0.742 / -58.701 ,0.046 / 32.583 
5.014 GHz,0.078 / -95.139 ,0.738 / -59.669 ,0.738 / -59.669 ,0.049 / 36.376 
5.015 GHz,0.080 / -93.862 ,0.736 / -60.111 ,0.736 / -60.111 ,0.051 / 38.053 
5.016 GHz,0.081 / -92.362 ,0.735 / -60.505 ,0.735 / -60.505 ,0.052 / 39.576 
5.016 GHz,0.083 / -90.257 ,0.734 / -60.823 ,0.734 / -60.823 ,0.054 / 40.937 
5.017 GHz,0.085 / -86.457 ,0.735 / -61.003 ,0.735 / -61.003 ,0.056 / 42.127 
5.018 GHz,0.091 / -77.680 ,0.740 / -60.925 ,0.740 / -60.925 ,0.058 / 43.135 
5.019 GHz,0.143 / -63.766 ,0.762 / -60.523 ,0.762 / -60.523 ,0.060 / 43.953 
5.020 GHz,0.370 / -121.954 ,0.831 / -64.717 ,0.831 / -64.717 ,0.063 / 44.578 
5.021 GHz,0.049 / 145.236 ,0.753 / -69.826 ,0.753 / -69.826 ,0.065 / 45.015 
5.022 GHz,0.054 / -74.047 ,0.723 / -68.909 ,0.723 / -68.909 ,0.067 / 45.283 
5.023 GHz,0.079 / -79.682 ,0.714 / -68.651 ,0.714 / -68.651 ,0.069 / 45.409 
5.023 GHz,0.089 / -82.479 ,0.709 / -68.804 ,0.709 / -68.804 ,0.071 / 45.432 
5.024 GHz,0.095 / -83.959 ,0.705 / -69.155 ,0.705 / -69.155 ,0.073 / 45.395 
5.025 GHz,0.100 / -84.831 ,0.701 / -69.612 ,0.701 / -69.612 ,0.075 / 45.338 
5.026 GHz,0.103 / -85.398 ,0.697 / -70.129 ,0.697 / -70.129 ,0.077 / 45.289 
5.027 GHz,0.106 / -85.804 ,0.693 / -70.682 ,0.693 / -70.682 ,0.079 / 45.267 
5.028 GHz,0.109 / -86.122 ,0.689 / -71.255 ,0.689 / -71.255 ,0.080 / 45.275 
5.030 GHz,0.114 / -86.642 ,0.680 / -72.425 ,0.680 / -72.425 ,0.084 / 45.356 
5.031 GHz,0.119 / -87.124 ,0.671 / -73.595 ,0.671 / -73.595 ,0.088 / 45.429 
5.033 GHz,0.124 / -87.633 ,0.661 / -74.748 ,0.661 / -74.748 ,0.092 / 45.392 
5.035 GHz,0.128 / -88.193 ,0.650 / -75.878 ,0.650 / -75.878 ,0.096 / 45.190 
5.036 GHz,0.133 / -88.812 ,0.640 / -76.985 ,0.640 / -76.985 ,0.100 / 44.808 
5.038 GHz,0.137 / -89.494 ,0.630 / -78.068 ,0.630 / -78.068 ,0.104 / 44.256 
5.040 GHz,0.141 / -90.235 ,0.619 / -79.127 ,0.619 / -79.127 ,0.109 / 43.557 
5.042 GHz,0.145 / -91.032 ,0.608 / -80.165 ,0.608 / -80.165 ,0.113 / 42.733 
5.045 GHz,0.153 / -92.780 ,0.586 / -82.169 ,0.586 / -82.169 ,0.121 / 40.793 
5.049 GHz,0.159 / -94.700 ,0.563 / -84.076 ,0.563 / -84.076 ,0.129 / 38.569 
5.052 GHz,0.166 / -96.755 ,0.540 / -85.875 ,0.540 / -85.875 ,0.136 / 36.158 
5.056 GHz,0.171 / -98.912 ,0.517 / -87.556 ,0.517 / -87.556 ,0.143 / 33.628 
5.062 GHz,0.180 / -103.381 ,0.470 / -90.507 ,0.470 / -90.507 ,0.154 / 28.402 
5.069 GHz,0.184 / -107.799 ,0.423 / -92.815 ,0.423 / -92.815 ,0.163 / 23.185 
5.076 GHz,0.185 / -111.776 ,0.377 / -94.340 ,0.377 / -94.340 ,0.170 / 18.172 
5.083 GHz,0.183 / -114.817 ,0.332 / -94.901 ,0.332 / -94.901 ,0.175 / 13.483 
5.090 GHz,0.181 / -116.548 ,0.289 / -94.219 ,0.289 / -94.219 ,0.179 / 9.167 
5.097 GHz,0.182 / -117.383 ,0.250 / -91.821 ,0.250 / -91.821 ,0.182 / 5.198 
5.104 GHz,0.187 / -118.704 ,0.214 / -86.951 ,0.214 / -86.951 ,0.184 / 1.483 
5.111 GHz,0.193 / -121.420 ,0.186 / -78.733 ,0.186 / -78.733 ,0.187 / -2.120 
5.118 GHz,0.197 / -125.218 ,0.170 / -66.966 ,0.170 / -66.966 ,0.190 / -5.767 
5.125 GHz,0.197 / -129.413 ,0.170 / -53.395 ,0.170 / -53.395 ,0.193 / -9.587 
5.132 GHz,0.194 / -133.527 ,0.187 / -41.313 ,0.187 / -41.313 ,0.195 / -13.655 
5.139 GHz,0.188 / -137.296 ,0.216 / -32.843 ,0.216 / -32.843 ,0.197 / -17.985 
5.146 GHz,0.181 / -140.559 ,0.255 / -28.027 ,0.255 / -28.027 ,0.197 / -22.534 
5.153 GHz,0.172 / -143.212 ,0.299 / -26.024 ,0.299 / -26.024 ,0.196 / -27.227 
5.160 GHz,0.163 / -145.204 ,0.345 / -26.003 ,0.345 / -26.003 ,0.193 / -31.972 
5.167 GHz,0.155 / -146.565 ,0.392 / -27.346 ,0.392 / -27.346 ,0.188 / -36.676 
5.174 GHz,0.148 / -147.426 ,0.439 / -29.631 ,0.439 / -29.631 ,0.182 / -41.253 
5.181 GHz,0.142 / -148.010 ,0.485 / -32.564 ,0.485 / -32.564 ,0.174 / -45.628 
5.187 GHz,0.138 / -148.583 ,0.528 / -35.950 ,0.528 / -35.950 ,0.166 / -49.748 
5.194 GHz,0.134 / -149.395 ,0.570 / -39.665 ,0.570 / -39.665 ,0.156 / -53.583 
5.201 GHz,0.130 / -150.631 ,0.609 / -43.636 ,0.609 / -43.636 ,0.146 / -57.125 
5.208 GHz,0.127 / -152.396 ,0.645 / -47.822 ,0.645 / -47.822 ,0.136 / -60.377 
5.215 GHz,0.122 / -154.724 ,0.677 / -52.187 ,0.677 / -52.187 ,0.125 / -63.325 
5.222 GHz,0.115 / -157.561 ,0.706 / -56.697 ,0.706 / -56.697 ,0.114 / -65.915 
5.229 GHz,0.106 / -160.679 ,0.731 / -61.319 ,0.731 / -61.319 ,0.102 / -68.012 
5.236 GHz,0.093 / -163.441 ,0.751 / -66.025 ,0.751 / -66.025 ,0.089 / -69.336 
5.243 GHz,0.078 / -164.391 ,0.767 / -70.791 ,0.767 / -70.791 ,0.076 / -69.323 
5.250 GHz,0.062 / -160.816 ,0.778 / -75.597 ,0.778 / -75.597 ,0.063 / -66.846 
5.257 GHz,0.049 / -149.103 ,0.783 / -80.427 ,0.783 / -80.427 ,0.051 / -59.710 
5.264 GHz,0.045 / -129.502 ,0.784 / -85.265 ,0.784 / -85.265 ,0.042 / -44.732 
5.271 GHz,0.051 / -111.560 ,0.779 / -90.094 ,0.779 / -90.094 ,0.041 / -22.970 
5.278 GHz,0.063 / -101.496 ,0.769 / -94.893 ,0.769 / -94.893 ,0.050 / -5.030 
5.285 GHz,0.078 / -97.572 ,0.754 / -99.633 ,0.754 / -99.633 ,0.066 / 3.709 
5.292 GHz,0.093 / -97.245 ,0.733 / -104.277 ,0.733 / -104.277 ,0.084 / 5.894 
5.299 GHz,0.107 / -99.016 ,0.708 / -108.781 ,0.708 / -108.781 ,0.104 / 4.381 
5.306 GHz,0.120 / -102.066 ,0.678 / -113.091 ,0.678 / -113.091 ,0.123 / 0.800 
5.312 GHz,0.132 / -105.900 ,0.645 / -117.149 ,0.645 / -117.149 ,0.140 / -3.954 
5.319 GHz,0.142 / -110.177 ,0.610 / -120.928 ,0.610 / -120.928 ,0.156 / -9.351 
5.326 GHz,0.150 / -114.715 ,0.573 / -124.489 ,0.573 / -124.489 ,0.168 / -15.041 
5.333 GHz,0.155 / -119.499 ,0.533 / -127.887 ,0.533 / -127.887 ,0.178 / -20.775 
5.340 GHz,0.158 / -124.359 ,0.491 / -130.905 ,0.491 / -130.905 ,0.185 / -26.364 
5.347 GHz,0.158 / -129.030 ,0.447 / -133.306 ,0.447 / -133.306 ,0.189 / -31.666 
5.354 GHz,0.156 / -133.316 ,0.403 / -134.990 ,0.403 / -134.990 ,0.192 / -36.585 
5.361 GHz,0.152 / -137.065 ,0.360 / -135.835 ,0.360 / -135.835 ,0.192 / -41.070 
5.368 GHz,0.147 / -140.164 ,0.318 / -135.598 ,0.318 / -135.598 ,0.191 / -45.111 
5.375 GHz,0.142 / -142.556 ,0.278 / -133.867 ,0.278 / -133.867 ,0.190 / -48.743 
5.382 GHz,0.137 / -144.261 ,0.241 / -130.009 ,0.241 / -130.009 ,0.188 / -52.037 
5.389 GHz,0.132 / -145.400 ,0.211 / -123.244 ,0.211 / -123.244 ,0.187 / -55.092 
5.396 GHz,0.129 / -146.189 ,0.191 / -113.130 ,0.191 / -113.130 ,0.186 / -58.022 
5.403 GHz,0.127 / -146.898 ,0.186 / -100.673 ,0.186 / -100.673 ,0.184 / -60.936 
5.410 GHz,0.126 / -147.789 ,0.198 / -88.667 ,0.198 / -88.667 ,0.183 / -63.925 
5.417 GHz,0.125 / -149.045 ,0.225 / -79.624 ,0.225 / -79.624 ,0.182 / -67.040 
5.424 GHz,0.125 / -150.753 ,0.263 / -74.135 ,0.263 / -74.135 ,0.180 / -70.292 
5.431 GHz,0.124 / -152.908 ,0.307 / -71.583 ,0.307 / -71.583 ,0.177 / -73.647 
5.437 GHz,0.122 / -155.455 ,0.354 / -71.151 ,0.354 / -71.151 ,0.173 / -77.029 
5.444 GHz,0.120 / -158.314 ,0.402 / -72.193 ,0.402 / -72.193 ,0.168 / -80.339 
5.451 GHz,0.116 / -161.407 ,0.450 / -74.259 ,0.450 / -74.259 ,0.162 / -83.462 
5.458 GHz,0.112 / -164.668 ,0.497 / -77.042 ,0.497 / -77.042 ,0.155 / -86.292 
5.465 GHz,0.106 / -168.040 ,0.541 / -80.334 ,0.541 / -80.334 ,0.148 / -88.740 
5.472 GHz,0.100 / -171.473 ,0.582 / -83.988 ,0.582 / -83.988 ,0.140 / -90.751 
5.479 GHz,0.092 / -174.907 ,0.619 / -87.901 ,0.619 / -87.901 ,0.132 / -92.307 
5.486 GHz,0.083 / -178.253 ,0.653 / -91.998 ,0.653 / -91.998 ,0.125 / -93.415 
5.493 GHz,0.073 / 178.645 ,0.683 / -96.225 ,0.683 / -96.225 ,0.118 / -94.078 
5.500 GHz,0.063 / 176.086 ,0.709 / -100.546 ,0.709 / -100.546 ,0.111 / -94.264 
5.507 GHz,0.051 / 174.704 ,0.731 / -104.932 ,0.731 / -104.932 ,0.104 / -93.858 
5.514 GHz,0.038 / 176.048 ,0.748 / -109.370 ,0.748 / -109.370 ,0.097 / -92.644 
5.521 GHz,0.026 / -175.358 ,0.761 / -113.848 ,0.761 / -113.848 ,0.091 / -90.317 
5.528 GHz,0.018 / -146.668 ,0.770 / -118.362 ,0.770 / -118.362 ,0.086 / -86.587 
5.535 GHz,0.021 / -104.240 ,0.774 / -122.908 ,0.774 / -122.908 ,0.083 / -81.436 
5.542 GHz,0.033 / -86.297 ,0.774 / -127.481 ,0.774 / -127.481 ,0.083 / -75.430 
5.549 GHz,0.048 / -82.637 ,0.768 / -132.070 ,0.768 / -132.070 ,0.088 / -69.723 
5.556 GHz,0.064 / -84.245 ,0.758 / -136.655 ,0.758 / -136.655 ,0.095 / -65.490 
5.563 GHz,0.079 / -88.186 ,0.743 / -141.211 ,0.743 / -141.211 ,0.106 / -63.322 
5.569 GHz,0.094 / -93.342 ,0.723 / -145.703 ,0.723 / -145.703 ,0.117 / -63.180 
5.576 GHz,0.107 / -99.194 ,0.698 / -150.094 ,0.698 / -150.094 ,0.129 / -64.699 
5.583 GHz,0.118 / -105.446 ,0.668 / -154.338 ,0.668 / -154.338 ,0.141 / -67.446 
5.590 GHz,0.127 / -111.901 ,0.635 / -158.390 ,0.635 / -158.390 ,0.150 / -71.030 
5.597 GHz,0.134 / -118.409 ,0.599 / -162.202 ,0.599 / -162.202 ,0.158 / -75.130 
5.604 GHz,0.138 / -124.848 ,0.560 / -165.726 ,0.560 / -165.726 ,0.164 / -79.488 
5.611 GHz,0.140 / -131.119 ,0.520 / -168.911 ,0.520 / -168.911 ,0.167 / -83.896 
5.618 GHz,0.140 / -137.148 ,0.477 / -171.690 ,0.477 / -171.690 ,0.168 / -88.191 
5.625 GHz,0.138 / -142.888 ,0.434 / -173.972 ,0.434 / -173.972 ,0.168 / -92.246 
5.632 GHz,0.134 / -148.310 ,0.390 / -175.608 ,0.390 / -175.608 ,0.165 / -95.975 
5.639 GHz,0.130 / -153.409 ,0.347 / -176.360 ,0.347 / -176.360 ,0.162 / -99.332 
5.646 GHz,0.124 / -158.188 ,0.303 / -175.838 ,0.303 / -175.838 ,0.159 / -102.325 
5.653 GHz,0.118 / -162.658 ,0.262 / -173.427 ,0.262 / -173.427 ,0.155 / -105.024 
5.660 GHz,0.111 / -166.831 ,0.226 / -168.240 ,0.226 / -168.240 ,0.151 / -107.553 
5.667 GHz,0.103 / -170.715 ,0.198 / -159.375 ,0.198 / -159.375 ,0.147 / -110.064 
5.674 GHz,0.096 / -174.315 ,0.185 / -147.002 ,0.185 / -147.002 ,0.143 / -112.680 
5.681 GHz,0.088 / -177.630 ,0.191 / -133.745 ,0.191 / -133.745 ,0.138 / -115.433 
5.688 GHz,0.080 / 179.341 ,0.216 / -123.218 ,0.216 / -123.218 ,0.132 / -118.215 
5.694 GHz,0.072 / 176.603 ,0.253 / -116.946 ,0.253 / -116.946 ,0.125 / -120.765 
5.698 GHz,0.068 / 175.358 ,0.275 / -115.277 ,0.275 / -115.277 ,0.120 / -121.838 
5.701 GHz,0.064 / 174.215 ,0.297 / -114.398 ,0.297 / -114.398 ,0.116 / -122.702 
5.705 GHz,0.060 / 173.185 ,0.320 / -114.136 ,0.320 / -114.136 ,0.111 / -123.303 
5.708 GHz,0.057 / 172.249 ,0.342 / -114.319 ,0.342 / -114.319 ,0.107 / -123.584 
5.712 GHz,0.053 / 171.353 ,0.364 / -114.811 ,0.364 / -114.811 ,0.102 / -123.496 
5.715 GHz,0.049 / 170.471 ,0.386 / -115.539 ,0.386 / -115.539 ,0.098 / -122.997 
5.719 GHz,0.045 / 169.644 ,0.409 / -116.485 ,0.409 / -116.485 ,0.094 / -122.054 
5.722 GHz,0.041 / 168.952 ,0.433 / -117.628 ,0.433 / -117.628 ,0.090 / -120.669 
5.724 GHz,0.039 / 168.683 ,0.445 / -118.254 ,0.445 / -118.254 ,0.089 / -119.833 
5.726 GHz,0.037 / 168.475 ,0.458 / -118.902 ,0.458 / -118.902 ,0.087 / -118.933 
5.727 GHz,0.035 / 168.339 ,0.471 / -119.560 ,0.471 / -119.560 ,0.086 / -118.001 
5.729 GHz,0.033 / 168.283 ,0.483 / -120.221 ,0.483 / -120.221 ,0.084 / -117.069 
5.731 GHz,0.031 / 168.318 ,0.496 / -120.886 ,0.496 / -120.886 ,0.083 / -116.161 
5.733 GHz,0.030 / 168.458 ,0.508 / -121.559 ,0.508 / -121.559 ,0.082 / -115.283 
5.734 GHz,0.028 / 168.721 ,0.520 / -122.249 ,0.520 / -122.249 ,0.081 / -114.429 
5.736 GHz,0.026 / 169.133 ,0.531 / -122.966 ,0.531 / -122.966 ,0.081 / -113.591 
5.740 GHz,0.022 / 170.555 ,0.553 / -124.502 ,0.553 / -124.502 ,0.080 / -111.948 
5.743 GHz,0.018 / 173.209 ,0.573 / -126.178 ,0.573 / -126.178 ,0.080 / -110.371 
5.747 GHz,0.014 / 178.130 ,0.592 / -127.981 ,0.592 / -127.981 ,0.080 / -108.919 
5.750 GHz,0.010 / -172.282 ,0.610 / -129.887 ,0.610 / -129.887 ,0.080 / -107.633 
5.757 GHz,0.007 / -118.041 ,0.642 / -133.924 ,0.642 / -133.924 ,0.081 / -105.600 
5.764 GHz,0.012 / -70.911 ,0.670 / -138.159 ,0.670 / -138.159 ,0.082 / -104.152 
5.771 GHz,0.021 / -59.817 ,0.694 / -142.518 ,0.694 / -142.518 ,0.083 / -103.003 
5.778 GHz,0.031 / -57.982 ,0.714 / -146.954 ,0.714 / -146.954 ,0.083 / -101.850 
5.781 GHz,0.036 / -58.417 ,0.722 / -149.192 ,0.722 / -149.192 ,0.083 / -101.190 
5.785 GHz,0.042 / -59.376 ,0.729 / -151.440 ,0.729 / -151.440 ,0.083 / -100.442 
5.788 GHz,0.047 / -60.721 ,0.735 / -153.696 ,0.735 / -153.696 ,0.083 / -99.594 
5.792 GHz,0.053 / -62.360 ,0.740 / -155.959 ,0.740 / -155.959 ,0.083 / -98.643 
5.795 GHz,0.058 / -64.234 ,0.744 / -158.227 ,0.744 / -158.227 ,0.084 / -97.599 
5.799 GHz,0.064 / -66.299 ,0.747 / -160.498 ,0.747 / -160.498 ,0.084 / -96.485 
5.802 GHz,0.070 / -68.521 ,0.749 / -162.773 ,0.749 / -162.773 ,0.085 / -95.335 
5.806 GHz,0.075 / -70.876 ,0.750 / -165.049 ,0.750 / -165.049 ,0.086 / -94.195 
5.813 GHz,0.086 / -75.900 ,0.748 / -169.600 ,0.748 / -169.600 ,0.090 / -92.160 
5.819 GHz,0.096 / -81.248 ,0.742 / -174.140 ,0.742 / -174.140 ,0.095 / -90.795 
5.826 GHz,0.105 / -86.832 ,0.732 / -178.655 ,0.732 / -178.655 ,0.101 / -90.416 
5.833 GHz,0.113 / -92.583 ,0.718 / 176.872 ,0.718 / 176.872 ,0.108 / -91.177 
5.840 GHz,0.119 / -98.444 ,0.700 / 172.461 ,0.700 / 172.461 ,0.115 / -93.086 
5.847 GHz,0.124 / -104.352 ,0.679 / 168.134 ,0.679 / 168.134 ,0.121 / -96.041 
5.854 GHz,0.127 / -110.232 ,0.654 / 163.920 ,0.654 / 163.920 ,0.125 / -99.866 
5.861 GHz,0.128 / -115.989 ,0.625 / 159.847 ,0.625 / 159.847 ,0.128 / -104.317 
5.868 GHz,0.127 / -121.504 ,0.594 / 155.941 ,0.594 / 155.941 ,0.127 / -109.079 
5.875 GHz,0.124 / -126.623 ,0.561 / 152.226 ,0.561 / 152.226 ,0.123 / -113.744 
5.882 GHz,0.119 / -131.152 ,0.526 / 148.719 ,0.526 / 148.719 ,0.116 / -117.769 
5.889 GHz,0.113 / -134.857 ,0.489 / 145.446 ,0.489 / 145.446 ,0.107 / -120.413 
5.896 GHz,0.107 / -137.479 ,0.450 / 142.455 ,0.450 / 142.455 ,0.096 / -120.716 
5.903 GHz,0.100 / -138.803 ,0.408 / 139.847 ,0.408 / 139.847 ,0.087 / -117.732 
5.910 GHz,0.095 / -138.790 ,0.365 / 137.823 ,0.365 / 137.823 ,0.083 / -111.510 
5.917 GHz,0.091 / -137.741 ,0.319 / 136.758 ,0.319 / 136.758 ,0.085 / -104.360 
5.924 GHz,0.090 / -136.320 ,0.273 / 137.325 ,0.273 / 137.325 ,0.094 / -99.640 
5.931 GHz,0.091 / -135.314 ,0.228 / 140.696 ,0.228 / 140.696 ,0.108 / -98.895 
5.938 GHz,0.093 / -135.320 ,0.189 / 148.669 ,0.189 / 148.669 ,0.122 / -101.731 
5.944 GHz,0.095 / -136.591 ,0.166 / 162.633 ,0.166 / 162.633 ,0.134 / -107.187 
5.951 GHz,0.097 / -138.979 ,0.167 / 179.845 ,0.167 / 179.845 ,0.142 / -114.410 
5.958 GHz,0.097 / -141.979 ,0.193 / -166.367 ,0.193 / -166.367 ,0.146 / -122.734 
5.965 GHz,0.094 / -144.950 ,0.235 / -158.727 ,0.235 / -158.727 ,0.143 / -131.627 
5.972 GHz,0.090 / -147.361 ,0.284 / -155.818 ,0.284 / -155.818 ,0.136 / -140.642 
5.979 GHz,0.086 / -148.909 ,0.335 / -155.819 ,0.335 / -155.819 ,0.124 / -149.405 
5.986 GHz,0.081 / -149.516 ,0.384 / -157.528 ,0.384 / -157.528 ,0.109 / -157.630 
5.993 GHz,0.077 / -149.274 ,0.430 / -160.236 ,0.430 / -160.236 ,0.092 / -165.111 
6.000 GHz,0.074 / -148.371 ,0.471 / -163.517 ,0.471 / -163.517 ,0.075 / -171.710 
